Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
65-74,Other,10/22/2010,lyrica,93965,1,1,had reaction spent week in hospital in semi coma from drug reaction,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
65-74,Neuropathic Pain,10/20/2010,lyrica,93965,2,2, ,1,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
35-44,Neuropathic Pain,10/20/2010,lyrica,93965,5,1,"I do not have ins. & this drug is very expensive. I was put on it to ""see"" if it would help w/ FMS pain...i hate to have hope dangled out there, only to find out that if it did wk, i could not afford it. The sales reps. have given drs enough to get people hook on the hope ""if i take it a little longer..."" only to find u cannot afford it & ur light bill at the same time. I do not feel better. I can hear my watch ticking for God's sake! I can hear my heart pounding & blood rushing...& i am still in pain. When i tell the dr. about the side effects i get, ""give it a little more time..."" . TIME is UP.",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",13
45-54,Other,10/19/2010,lyrica,93965,5,3,It does not completly take away my pain from Fibromyalgia;but I also use a TENS unit to help with the pain.,3,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
55-64,Neuropathic Pain,10/19/2010,lyrica,93965,5,5,"A few years following a failed back surgery, I began experiencing what I thought was WLS at night. It kept me awake for almost 6 months. I kept telling my pain mgt doctor, but he didn't address it.

One appt, I saw a resident. I again told him of my problem. He diagnosed me with neuropathy and gave me a script for Lyrica. I have had maybe 2 episodes in the years I have been taking it. No pain, no neuropathy symptoms whatsoever. It has been a blessing and I have recommended it to several of my friends who were post surgical and experiencing neuropathy symptoms. They too have been very satisfied when their physican ordered Lyrica.",5,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",13
55-64,Neuropathic Pain,10/18/2010,lyrica,93965,5,3,I have been taking this drug and it makes me sleepy. I can't work and take this drug. I'll just have to tolorate the pain.,2,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",11
75 or over,Other,10/18/2010,lyrica,93965,5,5,i am being treated for shingles and the pain has eased a lot,5, ,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",10/17/2010,lyrica,93965,1,1,"FIRST, IT WAS EXPENSIVE-even after my insurance, it was $40 (normally my max co-pay is $40).  I took it & went to bed, I felt like my heart was going to pound through my chest and my throat felt like it was closing in, I had a hard time breathing.  I thought I was coming down with something, or that maybe it was ""just me"", so I took it the next night & the same thing.  At this point I was thinking, well--maybe??? it's the Lyrica???  Now, today, I took it about 2 hours ago and started getting the same symptoms- I decided to try it during the day, to monitor it better and to be sitting up instead of going to bed...and again- my neck feels like it is closing in on my throat & my heart pounding so hard it is worrying me---so I logged into WebMD and looked up side effects & there it is...swollen throat, irregular heartbeat.  Now I have spent $40 on a drug, that makes me feel like I am choking and getting a heart attack, all at once!  Isn't there anything out there for pain!  Why can't doctors just prescribe percoset & monitor high risk patients for addiction potential, instead of making us risk our lives taking these drugs with such horrible side effects???  Oh yah--and did I tell you....it doesn't work!",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",4
55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",10/16/2010,lyrica,93965,5,4,I have had much relief from taking this drug. I am also on Cymbalta but it did not help with pain and stiffness for my fibromyalgia; altho Cymbalta works well for my depression.,5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
65-74,Diabetic Complication causing Injury to some Body Nerves,10/15/2010,lyrica,93965,5,2,"I took this to reduce numbness in arms, shoulders and hands.  After 3 days, I found that it helped me by reducing numbness enough to allow me to sleep through the night but did not reduce numbness appreciably while I was awake. The main problem is that my vision became blurry almost immediately--it felt like I had 'sleep' in my eyes.",1,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
45-54,Neuropathic Pain,10/14/2010,lyrica,93965,1,4,"I started taking Lyreca for nerve pain from back surgery and FM. I can not and will not take this drug! I had a hard time w/it as I felt ""loopy"" all the time as in drunk. Also very sleepy. I couldnt remember anything. It did help w/the nerve pain and FM, but the disavantages overweighed the advantages. My Dr even lowered the dose and still had problems. A friend of my neice took it while also taking Zoloft and Lortab. She was found making snow angels in the store on the floor! Was told that it did not go well w/antidepressants and pain meds. I am on both and didnt make snow angels but could of ended up in the mattress section sound asleep. Seriously do not continue this drug if any symptoms persist after 3-5 days. Also others had the same problems as I did. I will deal w/the pain and if I want a buzz I will have a beer!",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",19
55-64,Other,10/9/2010,lyrica,93965,5,1,Had most side effects. Not worth what pain it relieved for fibermyalga. Could not trust myself to drive or do other duties.,1,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",10/6/2010,lyrica,93965,2,1,i was having muscle spasms post-op hip replacement,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
65-74,Neuropathic Pain,10/4/2010,lyrica,93965,5,3,Still experienced some tingling and tenderness inmy leg  after taking the medication though it provide some comfort.  suffered from stomach cramps.,2,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",8
 ,Other,10/4/2010,lyrica,93965,4,3,YES IT HELPED WITH THE LATE NIGHT SHAKES FROM SPINAL PAIN AND WITH THE FIRBROMYALGIA BUT MY VISION IS VERY IMPAIRED AS A RESULT SO I AM DISCONTINUING ITS USE.  HIGHER DOSES ARE MAKING IT IMPOSSIBLE TO FOCUS MY EYES.  I ALSO HAVE CHRONIC PINK EYE.  NOT WORTH GOING BLIND FOR.  MY VISION CHANGED DRASTICALLY AFTER USING THIS.,3, ,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
65-74,Other,10/4/2010,lyrica,93965,5,5,"I had a Total Knee Replacement 9/24/10 and I have Rhematoid Arthritis. I take Methotrexate. I stopped taking Metho 1 wk before the operation and 1 wk during. I am due to take the mexo today. My meds for the TNR, is pain pills Plus Lyrica50 mg every 12 hrs. I have had no RA pain since taking this drug. I would like to continue taking Lyrica since it really keeps the pain down. Have they done studies using Lyrica for RA? My type of RA is Dermatitosis ",5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
45-54,Other,10/3/2010,lyrica,93965,5,3,"only having been on Lyrica for 6 wks, I may not be experiencing its full effect, having said that, after taking a 150mg dose, I still am crippled, bent over, and when I need to get up or walk it takes a while because the pain is debilitating. I feel like at this point this is the only medical option.",3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
35-44,Other,10/3/2010,lyrica,93965,5,4,"satisfactory
",3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
35-44,Neuropathic Pain,10/2/2010,lyrica,93965,3,2,Works a bit but not real great after use for more then 6 months. The weight (30 plus lbs) never helps anyone. The side effects out way the help of the drug..,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",14
45-54,Other,10/2/2010,lyrica,93965,5,1,No this medicine caused major confusion and behavior not seen by this person.  Do not recommend this medicine,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",10/1/2010,lyrica,93965,5,1," I was put on Lyrica for fibromyalgica.  It has only been two weeks since I started treatment but OMG I can't wait for this drug to get out of my system.  I have been sooooo depressed and feeling blue.  I feel bloated and have constipation... In addition to the above I have been feeling confused and noise seemes to be magnified.  I do feel better as far as the morning stiffnes and aches go, but the side effects I'm experiencing are not worth continuing with Lyrica how it makes me feel over all. Oh and another thing, I find myself being very short with people in general.  Lyrica is a NO GO for me.",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
19-24,"Disorder characterized by Stiff, Tender & Painful Muscles",9/23/2010,lyrica,93965,2,4,"I've only been on this for maybe 2 weeks, and it does help with some of my horrible back & wrist problems (im a veterinary technician) but i dont feel like im getting enough? I only take 50mgs once a day, and it only works for a few hours, does that mean I need a higher dose? Or how long will my doctor remain me on 50mgs before increasing the dosage?",3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
65-74,Neuropathic Pain,9/23/2010,lyrica,93965,1,4,"I have bad neuropathic pain in my back, legs, feet, toes and spine. I tried Lyrica at 50mg once before bed and it eliminated 90% of the pain. The problem for me is the side effects which include feeling like I am having a heart attack with pain in the chest and heart arrhythmia, vision so degraded that I can not drive or read words on a television 6' away, swollen legs and feet, very degraded ability to concentrate, sometimes insomnia is bad and I have frequent vivid dreams which are enjoyable but interrupt my sleep. I stopped taking it after a few months because I felt like it was killing me by way of heart problems. ",1,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",18
